estado,ciudad,google_id,store_id,alias,nombre,cp_tienda,town,lat,lon
Estado de México,"San Juan Totoltepec, Naucalpan de Juárez",NA,65174589,sanjuan,Construrama San Juan,53270,Naucalpan,19.473,-99.256
Estado de México,San Mateo Atenco,NA,66331454,amscsancarlos,Construrama AMSC San Carlos,50110,Toluca de Lerdo,19.257,-99.688
Estado de México,San Mateo Atenco,NA,65010308,materiales-lerma,Construrama Materiales Lerma,52000,Lerma,19.285,-99.51
Estado de México,Sultepec,NA,66331454,amscsancarlos,Construrama AMSC San Carlos,50110,Toluca de Lerdo,19.257,-99.688
Estado de México,Tecámac,NA,65119440,promexmarecursoshidraulicos,Promexma Recursos Hidráulicos,55024,Estado de México,19.619,-99.044
Estado de México,Temamatla,NA,65002600,lafortaleza,Construrama La Fortaleza,56800,Ozumba de Alzate,19.035053,-98.798131
Estado de México,Temascalcingo,NA,66331557,castanoeloro,Construrama Castaño El Oro,50600,El Oro,19.10063,-99.586848
Estado de México,Temascalcingo,NA,65002307,losgigantes,Construrama Los Gigantes,50400,Temascalcingo,19.924,-100.007
Estado de México,Temoaya,NA,66331525,elcastano,Construrama Aceros y Materiales El Castaño,52080,Otzolotepec,19.421,-99.562
Estado de México,Tenancingo,NA,66331454,amscsancarlos,Construrama AMSC San Carlos,50110,Toluca de Lerdo,19.257,-99.688
Estado de México,Tenancingo,NA,65427515,grupoarira,Construrama Grupo Comercial ARIRA,52400,Tenancingo,18.962,-99.583
Estado de México,Tenancingo,NA,65010308,materiales-lerma,Construrama Materiales Lerma,52000,Lerma,19.285,-99.51
Estado de México,Tenango del Aire,NA,65002600,lafortaleza,Construrama La Fortaleza,56800,Ozumba de Alzate,19.035053,-98.798131
Estado de México,Tenango del Aire,NA,65005713,materialestepetlixpa,Construrama Materiales Tepetlixpa,56880,Tepetlixpa,19.026,-98.818
Estado de México,Tenango del Valle,NA,65427515,grupoarira,Construrama Grupo Comercial ARIRA,52400,Tenancingo,18.962,-99.583
Estado de México,Tepetlaoxtoc,NA,66486059,proveedoramatva,Construrama MATVA,56070,Tepetlaoxtoc,19.574,-98.819
Estado de México,Tepetlixpa,NA,65002600,lafortaleza,Construrama La Fortaleza,56800,Ozumba de Alzate,19.035053,-98.798131
Estado de México,Tepetlixpa,NA,65005713,materialestepetlixpa,Construrama Materiales Tepetlixpa,56880,Tepetlixpa,19.026,-98.818
Estado de México,Texcaltitlán,NA,66331454,amscsancarlos,Construrama AMSC San Carlos,50110,Toluca de Lerdo,19.257,-99.688
Estado de México,Texcoco,NA,66486059,proveedoramatva,Construrama MATVA,56070,Tepetlaoxtoc,19.574,-98.819
Estado de México,Tianguistenco,NA,65010308,materiales-lerma,Construrama Materiales Lerma,52000,Lerma,19.285,-99.51
Estado de México,Tlalmanalco,NA,65002600,lafortaleza,Construrama La Fortaleza,56800,Ozumba de Alzate,19.035053,-98.798131
Estado de México,Tlalmanalco,NA,65005713,materialestepetlixpa,Construrama Materiales Tepetlixpa,56880,Tepetlixpa,19.026,-98.818
Estado de México,Tlalnepantla de Baz,NA,65715957,planetario,Construrama Planetario,07730,Gustavo A. Madero,19.494,-99.145
Estado de México,Tlalnepantla de Baz,NA,65430866,promexma-atizapan,Promexma Atizapán,52966,Atizapán de Zaragoza,19.555,-99.268
Estado de México,Toluca,NA,66331525,elcastano,Construrama Aceros y Materiales El Castaño,52080,Otzolotepec,19.421,-99.562
Estado de México,Toluca,NA,66331454,amscsancarlos,Construrama AMSC San Carlos,50110,Toluca de Lerdo,19.257,-99.688
Estado de México,Toluca,NA,65010308,materiales-lerma,Construrama Materiales Lerma,52000,Lerma,19.285,-99.51
Estado de México,Toluca,NA,65006969,sami,Construrama SAMI,50020,Toluca,19.316,-99.653
Estado de México,Toluca,NA,65007158,construramayocrisa,Construrama YOCRISA,50940,Almoloya de Juarez,19.297,-99.766
Estado de México,Tultepec,NA,66481095,gpodelnorte,Construrama Grupo del Norte,55715,Coacalco,19.634,-99.09
Estado de México,Tultitlan,NA,66481095,gpodelnorte,Construrama Grupo del Norte,55715,Coacalco,19.634,-99.09
Estado de México,Valle de Bravo,NA,65002345,acerosarriaga,Construrama Aceros y Cementos Arriaga,51200,Valle de Bravo,19.224,-100.131
Estado de México,Valle de Chalco Solidaridad,NA,66349714,sanjose,Construrama San José,13100,Tláhuac,19.305,-98.97
Estado de México,Villa Guerrero,NA,66331454,amscsancarlos,Construrama AMSC San Carlos,50110,Toluca de Lerdo,19.257,-99.688
Estado de México,Villa Guerrero,NA,65427515,grupoarira,Construrama Grupo Comercial ARIRA,52400,Tenancingo,18.962,-99.583
Estado de México,Xonacatlán,NA,66331525,elcastano,Construrama Aceros y Materiales El Castaño,52080,Otzolotepec,19.421,-99.562
Estado de México,Xonacatlán,NA,65010308,materiales-lerma,Construrama Materiales Lerma,52000,Lerma,19.285,-99.51
Estado de México,Xonacatlán,NA,65002317,materialesreforma,Construrama Reforma,50850,Temoaya,19.464,-99.595
Estado de México,Zinacantepec,NA,66331454,amscsancarlos,Construrama AMSC San Carlos,50110,Toluca de Lerdo,19.257,-99.688
Estado de México,Zinacantepec,NA,65010308,materiales-lerma,Construrama Materiales Lerma,52000,Lerma,19.285,-99.51
Estado de México,Zinacantepec,NA,65007158,construramayocrisa,Construrama YOCRISA,50940,Almoloya de Juarez,19.297,-99.766
Estado de México,Zumpahuacán,NA,65427515,grupoarira,Construrama Grupo Comercial ARIRA,52400,Tenancingo,18.962,-99.583
Estado de México,ciudad brisa,NA,65751145,construramaelmirador,Construrama El Mirador,52793,Huixquilucan,19.4,-99.326
Estado de México,ciudad brisa,NA,65174589,sanjuan,Construrama San Juan,53270,Naucalpan,19.473,-99.256
Estado de México,izcalli del bosque,NA,65751145,construramaelmirador,Construrama El Mirador,52793,Huixquilucan,19.4,-99.326
Estado de México,izcalli del bosque,NA,65174589,sanjuan,Construrama San Juan,53270,Naucalpan,19.473,-99.256
Estado de México,lomas verdes,NA,65751145,construramaelmirador,Construrama El Mirador,52793,Huixquilucan,19.4,-99.326
Estado de México,lomas verdes,NA,65174589,sanjuan,Construrama San Juan,53270,Naucalpan,19.473,-99.256
Estado de México,paseos del bosque,NA,65751145,construramaelmirador,Construrama El Mirador,52793,Huixquilucan,19.4,-99.326
Estado de México,paseos del bosque,NA,65174589,sanjuan,Construrama San Juan,53270,Naucalpan,19.473,-99.256
Estado de México,san mateo naucalpan de juarez,NA,65751145,construramaelmirador,Construrama El Mirador,52793,Huixquilucan,19.4,-99.326
Estado de México,san mateo naucalpan de juarez,NA,65174589,sanjuan,Construrama San Juan,53270,Naucalpan,19.473,-99.256
Estado de México,vista del valle,NA,65751145,construramaelmirador,Construrama El Mirador,52793,Huixquilucan,19.4,-99.326
Estado de México,vista del valle,NA,65174589,sanjuan,Construrama San Juan,53270,Naucalpan,19.473,-99.256
Guanajuato,Cortazar,NA,65002493,angel-arredondo,Construrama Materiales Angel Arredondo,36700,Salamanca,20.575,-101.193
Guanajuato,Salamanca,NA,65002493,angel-arredondo,Construrama Materiales Angel Arredondo,36700,Salamanca,20.575,-101.193
Guanajuato,San Miguel de Allende,NA,66421174,materiales-corralejo,Construrama Materiales Corralejo,37884,San Miguel de Allende,20.892,-100.653
Guerrero,Acapulco de Juárez,NA,65070659,construramacasamorelos,Construrama Casa Morelos,39530,Acapulco de Juárez,16.871963,-99.904787
Guerrero,Acapulco de Juárez,NA,65726452,grumaga,Construrama Grupo Maya Galeana,40930,Atoyac de Alvarez,17.214,-100.433
Guerrero,Acapulco de Juárez,NA,66509633,promacsa_blvd,Construrama PROMACSA Blvd,39907,Acapulco de Juárez,16.788,-99.797389
Guerrero,Acatepec,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Alcozauca de Guerrero,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Alpoyeca,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Atoyac de Álvarez,NA,65726452,grumaga,Construrama Grupo Maya Galeana,40930,Atoyac de Alvarez,17.214,-100.433
Guerrero,Ayutla de los Libres,NA,66474636,comercializadora-joroca,Construrama Comercializadora Joroca,39036,Chilpancingo,17.556,-99.51
Guerrero,Benito Juárez,NA,65726452,grumaga,Construrama Grupo Maya Galeana,40930,Atoyac de Alvarez,17.214,-100.433
Guerrero,Chilpancingo de los Bravo,NA,66474636,comercializadora-joroca,Construrama Comercializadora Joroca,39036,Chilpancingo,17.556,-99.51
Guerrero,Chilpancingo de los Bravo,NA,65147807,materialeslaplaza,Construrama Materiales La Plaza,39170,Tixtla de Guerrero,17.5705,-99.4026
Guerrero,Cochoapa el Grande,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Copanatoyac,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Coyuca de Benítez,NA,65726452,grumaga,Construrama Grupo Maya Galeana,40930,Atoyac de Alvarez,17.214,-100.433
Guerrero,Coyuca de Catalán,NA,65147787,abastecedoraleon,Construrama Abastecedora de Aceros y Cementos León,40660,Ciudad Altamirano,18.344,-100.654
Guerrero,Cualác,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Cutzamala de Pinzón,NA,65147787,abastecedoraleon,Construrama Abastecedora de Aceros y Cementos León,40660,Ciudad Altamirano,18.344,-100.654
Guerrero,Eduardo Neri,NA,66474636,comercializadora-joroca,Construrama Comercializadora Joroca,39036,Chilpancingo,17.556,-99.51
Guerrero,General Heliodoro Castillo,NA,66474636,comercializadora-joroca,Construrama Comercializadora Joroca,39036,Chilpancingo,17.556,-99.51
Guerrero,Huamuxtitlán,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Juan R. Escudero,NA,66474636,comercializadora-joroca,Construrama Comercializadora Joroca,39036,Chilpancingo,17.556,-99.51
Guerrero,Leonardo Bravo,NA,66474636,comercializadora-joroca,Construrama Comercializadora Joroca,39036,Chilpancingo,17.556,-99.51
Guerrero,Malinaltepec,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Metlatónoc,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Olinalá,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Pungarabato,NA,65147787,abastecedoraleon,Construrama Abastecedora de Aceros y Cementos León,40660,Ciudad Altamirano,18.344,-100.654
Guerrero,Quechultenango,NA,66474636,comercializadora-joroca,Construrama Comercializadora Joroca,39036,Chilpancingo,17.556,-99.51
Guerrero,Tecoanapa,NA,66474636,comercializadora-joroca,Construrama Comercializadora Joroca,39036,Chilpancingo,17.556,-99.51
Guerrero,Tixtla de Guerrero,NA,66474636,comercializadora-joroca,Construrama Comercializadora Joroca,39036,Chilpancingo,17.556,-99.51
Guerrero,Tixtla de Guerrero,NA,65147807,materialeslaplaza,Construrama Materiales La Plaza,39170,Tixtla de Guerrero,17.5705,-99.4026
Guerrero,Tlalixtaquilla de Maldonado,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Tlapa de Comonfort,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Tlapa de Comonfort,NA,65007956,sannicolas,Construrama Materiales San Nicolas,41304,Tlapa de Comonfort,17.538652,-98.591345
Guerrero,Técpan de Galeana,NA,65726452,grumaga,Construrama Grupo Maya Galeana,40930,Atoyac de Alvarez,17.214,-100.433
Guerrero,Xalpatláhuac,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Guerrero,Zapotitlán Tablas,NA,65004209,elconstructor2002,Construrama Materiales El Constructor,41304,Tlapa de Comonfort,17.541,-98.61
Hidalgo,Acaxochitlán,NA,65024651,mathidalgo,Construrama Materiales Hidalgo,43720,Acaxochitlán,20.153,-98.209
Hidalgo,Actopan,NA,65154778,dimafesat,Construrama DIMAFESAT,42160,San Agustín Tlaxiaca,20.134,-98.884
Hidalgo,Almoloya,NA,65006293,puertadelsol,Construrama Grupo Ferretero La Puerta del Sol,43900,Apan,19.708,-98.449
Hidalgo,Apan,NA,65006293,puertadelsol,Construrama Grupo Ferretero La Puerta del Sol,43900,Apan,19.708,-98.449
Hidalgo,Emiliano Zapata,NA,65006293,puertadelsol,Construrama Grupo Ferretero La Puerta del Sol,43900,Apan,19.708,-98.449
Hidalgo,Huejutla de Reyes,NA,65003953,elpreciounicocentro,Construrama El Precio único de Huejutla,43000,Huejutla de Reyes,21.139,-98.42
Hidalgo,Mineral de la Reforma,NA,66197232,bicentenario,Construrama Bicentenario,42184,Mineral De La Reforma,20.103,-98.719
Hidalgo,Pachuca de Soto,NA,66197232,bicentenario,Construrama Bicentenario,42184,Mineral De La Reforma,20.103,-98.719
Hidalgo,Pachuca de Soto,NA,65154778,dimafesat,Construrama DIMAFESAT,42160,San Agustín Tlaxiaca,20.134,-98.884
Hidalgo,Pachuca de Soto,NA,65006293,puertadelsol,Construrama Grupo Ferretero La Puerta del Sol,43900,Apan,19.708,-98.449
Hidalgo,San Agustín Tlaxiaca,NA,65154778,dimafesat,Construrama DIMAFESAT,42160,San Agustín Tlaxiaca,20.134,-98.884
Hidalgo,Singuilucan,NA,65006293,puertadelsol,Construrama Grupo Ferretero La Puerta del Sol,43900,Apan,19.708,-98.449
Hidalgo,Tepeapulco,NA,65006293,puertadelsol,Construrama Grupo Ferretero La Puerta del Sol,43900,Apan,19.708,-98.449
Hidalgo,Tlanalapa,NA,65006293,puertadelsol,Construrama Grupo Ferretero La Puerta del Sol,43900,Apan,19.708,-98.449
Hidalgo,Tulancingo de Bravo,NA,65006293,puertadelsol,Construrama Grupo Ferretero La Puerta del Sol,43900,Apan,19.708,-98.449
Hidalgo,Tulancingo de Bravo,NA,65024651,mathidalgo,Construrama Materiales Hidalgo,43720,Acaxochitlán,20.153,-98.209
Hidalgo,Zempoala,NA,65006293,puertadelsol,Construrama Grupo Ferretero La Puerta del Sol,43900,Apan,19.708,-98.449
Jalisco,Arandas,NA,66410883,materialespeque,Construrama Materiales Plascencia Peque,47620,Tepatitlan de Morelos,20.822,-102.782
Jalisco,Atotonilco el Alto,NA,65002779,materialesquezada,Construrama Materiales Quezada,47980,Degollado,204.465,-102.132
Jalisco,Autlán de Navarro,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Autlán de Navarro,NA,66171065,ferrematerialeselroble,Construrama Ferremateriales el Roble,48740,El Grullo,19.8,-104.222
Jalisco,Ayotlán,NA,65002779,materialesquezada,Construrama Materiales Quezada,47980,Degollado,204.465,-102.132
Jalisco,Ayutla,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Casimiro Castillo,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Cuautla,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Degollado,NA,65002779,materialesquezada,Construrama Materiales Quezada,47980,Degollado,204.465,-102.132
Jalisco,Ejutla,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Ejutla,NA,66171065,ferrematerialeselroble,Construrama Ferremateriales el Roble,48740,El Grullo,19.8,-104.222
Jalisco,El Grullo,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,El Grullo,NA,66171065,ferrematerialeselroble,Construrama Ferremateriales el Roble,48740,El Grullo,19.8,-104.222
Jalisco,El Limón,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,El Limón,NA,66171065,ferrematerialeselroble,Construrama Ferremateriales el Roble,48740,El Grullo,19.8,-104.222
Jalisco,Guadalajara,NA,66171065,ferrematerialeselroble,Construrama Ferremateriales el Roble,48740,El Grullo,19.8,-104.222
Jalisco,Jesús María,NA,65002779,materialesquezada,Construrama Materiales Quezada,47980,Degollado,204.465,-102.132
Jalisco,La Huerta,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Puerto Vallarta,NA,65119426,promexmavallarta,Promexma Vallarta,48291,Puerto Vallarta,20.696,-105.239
Jalisco,San Gabriel,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,San Gabriel,NA,66171065,ferrematerialeselroble,Construrama Ferremateriales el Roble,48740,El Grullo,19.8,-104.222
Jalisco,Tecolotlán,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Tepatitlán de Morelos,NA,66410883,materialespeque,Construrama Materiales Plascencia Peque,47620,Tepatitlan de Morelos,20.822,-102.782
Jalisco,Tolimán,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Tolimán,NA,66171065,ferrematerialeselroble,Construrama Ferremateriales el Roble,48740,El Grullo,19.8,-104.222
Jalisco,Tonaya,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Tonaya,NA,66171065,ferrematerialeselroble,Construrama Ferremateriales el Roble,48740,El Grullo,19.8,-104.222
Jalisco,Tuxcacuesco,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Tuxcacuesco,NA,66171065,ferrematerialeselroble,Construrama Ferremateriales el Roble,48740,El Grullo,19.8,-104.222
Jalisco,Unión de Tula,NA,65148605,atc,Construrama ATC,48740,El Grullo,19.805,-104.211
Jalisco,Valle de Guadalupe,NA,66410883,materialespeque,Construrama Materiales Plascencia Peque,47620,Tepatitlan de Morelos,20.822,-102.782
Michoacán,Acuitzio,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Charo,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Chilchota,NA,65001694,valdes-de-zamora,Construrama Casa Valdes de Zamora Michoacán,59610,Zamora,19.997,-102.284
Michoacán,Chucándiro,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Coeneo,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Copándaro,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Cuitzeo,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Cuitzeo,NA,65011940,materialeslacruz,Construrama La Cruz,58880,Tarimbaro,19.771,-101.141
Michoacán,Ecuandureo,NA,65001694,valdes-de-zamora,Construrama Casa Valdes de Zamora Michoacán,59610,Zamora,19.997,-102.284
Michoacán,Erongarícuaro,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Gabriel Zamora,NA,65001108,ledesma,Construrama Ledesma,60050,Uruapan,19.418,-102.054
Michoacán,Huaniqueo,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Huiramba,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Indaparapeo,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Ixtlán,NA,65001694,valdes-de-zamora,Construrama Casa Valdes de Zamora Michoacán,59610,Zamora,19.997,-102.284
Michoacán,Jacona,NA,65001694,valdes-de-zamora,Construrama Casa Valdes de Zamora Michoacán,59610,Zamora,19.997,-102.284
Michoacán,La Piedad,NA,65002779,materialesquezada,Construrama Materiales Quezada,47980,Degollado,204.465,-102.132
Michoacán,La Piedad de Cabadas,NA,65002779,materialesquezada,Construrama Materiales Quezada,47980,Degollado,204.465,-102.132
Michoacán,Lagunillas,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Los Reyes,NA,65001694,valdes-de-zamora,Construrama Casa Valdes de Zamora Michoacán,59610,Zamora,19.997,-102.284
Michoacán,Madero,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Morelia,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Morelia,NA,65147486,ferremateriales-arco,Construrama Ferremateriales ARCO,58147,Morelia,19.706,-101.242
Michoacán,Morelia,NA,65011940,materialeslacruz,Construrama La Cruz,58880,Tarimbaro,19.771,-101.141
Michoacán,Nuevo Parangaricutiro,NA,65001108,ledesma,Construrama Ledesma,60050,Uruapan,19.418,-102.054
Michoacán,Paracho,NA,65001108,ledesma,Construrama Ledesma,60050,Uruapan,19.418,-102.054
Michoacán,Quiroga,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,"Sta Fé, La Piedad",NA,65002779,materialesquezada,Construrama Materiales Quezada,47980,Degollado,204.465,-102.132
Michoacán,Tangamandapio,NA,65001694,valdes-de-zamora,Construrama Casa Valdes de Zamora Michoacán,59610,Zamora,19.997,-102.284
Michoacán,Tangancícuaro,NA,65001694,valdes-de-zamora,Construrama Casa Valdes de Zamora Michoacán,59610,Zamora,19.997,-102.284
Michoacán,Taretan,NA,65001108,ledesma,Construrama Ledesma,60050,Uruapan,19.418,-102.054
Michoacán,Tarímbaro,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Tarímbaro,NA,65147486,ferremateriales-arco,Construrama Ferremateriales ARCO,58147,Morelia,19.706,-101.242
Michoacán,Tingambato,NA,65001108,ledesma,Construrama Ledesma,60050,Uruapan,19.418,-102.054
Michoacán,Tzintzuntzan,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Tzitzio,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Uruapan,NA,65001108,ledesma,Construrama Ledesma,60050,Uruapan,19.418,-102.054
Michoacán,Vista Hermosa,NA,65001694,valdes-de-zamora,Construrama Casa Valdes de Zamora Michoacán,59610,Zamora,19.997,-102.284
Michoacán,Zamora,NA,65001694,valdes-de-zamora,Construrama Casa Valdes de Zamora Michoacán,59610,Zamora,19.997,-102.284
Michoacán,Álvaro Obregón,NA,65008165,construmundo,Construrama Construmundo de Morelia,58341,Morelia,19.669,-101.223
Michoacán,Álvaro Obregón,NA,65011940,materialeslacruz,Construrama La Cruz,58880,Tarimbaro,19.771,-101.141
Morelos,Cuautla,NA,66083831,cuauhtemoccocoyoc,Construrama Cocoyoc,62736,Yatepec,18.881321,-98.98054
Morelos,Cuernavaca,NA,65130823,materiales-viccer,Construrama Materiales Viccer,62100,Cuernavaca,18.977043,-99.253555
Morelos,Emiliano Zapata,NA,65119422,promexma-tezoyuca,Promexma Tezoyuca,62765,Emiliano Zapata,18.818669,-99.191072
Morelos,Huitzilac,NA,65130823,materiales-viccer,Construrama Materiales Viccer,62100,Cuernavaca,18.977043,-99.253555
Morelos,Jiutepec,NA,65130823,materiales-viccer,Construrama Materiales Viccer,62100,Cuernavaca,18.977043,-99.253555
Morelos,Jojutla,NA,65003594,juarezconstruccion,Construrama Juárez Construcción,62980,Tlaquiltenango,18.644,-99.157
Morelos,Mazatepec,NA,65005559,materiales-esthell,Construrama Esthell,62605,Miacatlan,18.777973,-99.301957
Morelos,Miacatlán,NA,65005559,materiales-esthell,Construrama Esthell,62605,Miacatlan,18.777973,-99.301957
Morelos,Temixco,NA,65130823,materiales-viccer,Construrama Materiales Viccer,62100,Cuernavaca,18.977043,-99.253555
Morelos,Temixco,NA,65119422,promexma-tezoyuca,Promexma Tezoyuca,62765,Emiliano Zapata,18.818669,-99.191072
Morelos,Temoac,NA,65001814,casa-cerezo,Construrama Casa Cerezo Zacualpan,62890,Zacualpan de Amilpas,18.7841,-98.7669
Morelos,Tepoztlán,NA,65130823,materiales-viccer,Construrama Materiales Viccer,62100,Cuernavaca,18.977043,-99.253555
Morelos,Tlaltizapán,NA,65003594,juarezconstruccion,Construrama Juárez Construcción,62980,Tlaquiltenango,18.644,-99.157
Morelos,Tlaquiltenango,NA,65003594,juarezconstruccion,Construrama Juárez Construcción,62980,Tlaquiltenango,18.644,-99.157
Morelos,Xochitepec,NA,65005559,materiales-esthell,Construrama Esthell,62605,Miacatlan,18.777973,-99.301957
Morelos,Xochitepec,NA,65119422,promexma-tezoyuca,Promexma Tezoyuca,62765,Emiliano Zapata,18.818669,-99.191072
Morelos,Yautepec,NA,66083831,cuauhtemoccocoyoc,Construrama Cocoyoc,62736,Yatepec,18.881321,-98.98054
Morelos,Yautepec Mor,NA,66083831,cuauhtemoccocoyoc,Construrama Cocoyoc,62736,Yatepec,18.881321,-98.98054
Morelos,Zacatepec,NA,65003594,juarezconstruccion,Construrama Juárez Construcción,62980,Tlaquiltenango,18.644,-99.157
Morelos,Zacualpan de Amilpas,NA,65001814,casa-cerezo,Construrama Casa Cerezo Zacualpan,62890,Zacualpan de Amilpas,18.7841,-98.7669
Nayarit,Bahía de Banderas,NA,65119426,promexmavallarta,Promexma Vallarta,48291,Puerto Vallarta,20.696,-105.239
Nayarit,San Blas,NA,65706089,construnay,Construrama Grupo CONSTRUNAY,63173,Tepic,21.48,-104.848
Nayarit,San Blas,NA,65001267,viguetayfierro,Construrama Vigueta y Fierro del Nayar,63000,Tepic,21.503,-104.887
Nayarit,Santa María del Oro,NA,65001267,viguetayfierro,Construrama Vigueta y Fierro del Nayar,63000,Tepic,21.503,-104.887
Nayarit,Tepic,NA,65706089,construnay,Construrama Grupo CONSTRUNAY,63173,Tepic,21.48,-104.848
Nayarit,Tepic,NA,65001267,viguetayfierro,Construrama Vigueta y Fierro del Nayar,63000,Tepic,21.503,-104.887
Nayarit,Xalisco,NA,65706089,construnay,Construrama Grupo CONSTRUNAY,63173,Tepic,21.48,-104.848
Nayarit,Xalisco,NA,65001267,viguetayfierro,Construrama Vigueta y Fierro del Nayar,63000,Tepic,21.503,-104.887
Nuevo León,Dr. Arroyo,NA,65005797,materialesyforrajeraobregon,Construrama Materiales y Forrajera Obregon,78740,Matehuala,23.65,-100.623
Nuevo León,Guadalupe,NA,65004458,arenasygravasgpe,Construrama Arenas y Gravas Guadalupe,67190,Guadalupe,25.66,-100.196
Nuevo León,Juárez,NA,65004458,arenasygravasgpe,Construrama Arenas y Gravas Guadalupe,67190,Guadalupe,25.66,-100.196
Oaxaca,Ciudad Ixtepec,NA,65119442,promexma-juchitan,Promexma Juchitán,70000,Juchitán de Zaragoza,16.435,-95.016
Oaxaca,Ciénega de Zimatlán,NA,65119452,promexma-oaxaca,Promexma Oaxaca,68285,San Jacinto Amilpas,17.099,-96.758
Oaxaca,Ciénega de Zimatlán,NA,65119475,promexma-viguera,Promexma Viguera,68274,Oaxaca De Juárez,17.126,-96.76
Oaxaca,Cuilápam de Guerrero,NA,65658807,sanjacinto,Construrama Materiales San Jacinto,68285,Oaxaca De Juárez,17.095,-96.76
Oaxaca,Cuilápam de Guerrero,NA,65119452,promexma-oaxaca,Promexma Oaxaca,68285,San Jacinto Amilpas,17.099,-96.758
Oaxaca,Cuilápam de Guerrero,NA,65119475,promexma-viguera,Promexma Viguera,68274,Oaxaca De Juárez,17.126,-96.76
