url,sku,categoria_raiz,slug
https://www.construrama.com/catalogo/aceros/varilla/deacero-varilla-38-12-m-doblada-tonelada/p/0204000027,0204000027,aceros,deacero-varilla-38-12-m-doblada-tonelada
https://www.construrama.com/catalogo/aceros/varilla/hylsa-varilla-38-12-m-doblada-tonelada/p/0204000028,0204000028,aceros,hylsa-varilla-38-12-m-doblada-tonelada
https://www.construrama.com/catalogo/aceros/varilla/tultitlan-varilla-38-12-m-doblada-tonelada/p/0204000030,0204000030,aceros,tultitlan-varilla-38-12-m-doblada-tonelada
https://www.construrama.com/catalogo/aceros/varilla/deacero-varilla-58-12-m-tonelada/p/0204000029,0204000029,aceros,deacero-varilla-58-12-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/hylsa-varilla-58-12-m-tonelada/p/0204000031,0204000031,aceros,hylsa-varilla-58-12-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/sicartsa-varilla-58-12-m-tonelada/p/0204000032,0204000032,aceros,sicartsa-varilla-58-12-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/tultitlan-varilla-58-12-m-tonelada/p/0204000033,0204000033,aceros,tultitlan-varilla-58-12-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/armasel-varilla-tec-60-14-6-m-tonelada/p/0204000034,0204000034,aceros,armasel-varilla-tec-60-14-6-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/deacero-varilla-tec-60-14-6-m-tonelada/p/0204000035,0204000035,aceros,deacero-varilla-tec-60-14-6-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/varilla-tec-60-14-6-m-tonelada/p/0204000036,0204000036,aceros,varilla-tec-60-14-6-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/varilla-tec-60-316-6-m-tonelada/p/0204000037,0204000037,aceros,varilla-tec-60-316-6-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/varilla-tec-60-516-12-m-tonelada/p/0204000038,0204000038,aceros,varilla-tec-60-516-12-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/hylsa-varilla-tec-60-516-12-m-tonelada/p/0204000039,0204000039,aceros,hylsa-varilla-tec-60-516-12-m-tonelada
https://www.construrama.com/catalogo/aceros/varilla/armasel-varilla-tec-60-516-6-m-tonelada/p/0204000040,0204000040,aceros,armasel-varilla-tec-60-516-6-m-tonelada
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/bexel-aditivo-acrilico-1-l-cubeta/p/0301010001,0301010001,otros-materiales,bexel-aditivo-acrilico-1-l-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/bexel-aditivo-acrilico-4-l-cubeta/p/0301010002,0301010002,otros-materiales,bexel-aditivo-acrilico-4-l-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-curafest-blanco-emulsionado-19-l-cubeta/p/0301010005,0301010005,otros-materiales,fester-curafest-blanco-emulsionado-19-l-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/bexel-bond-4-l-cubeta/p/0301010004,0301010004,otros-materiales,bexel-bond-4-l-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/bexel-bond-1-l-cubeta/p/0301010003,0301010003,otros-materiales,bexel-bond-1-l-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/perdura-duracril-1-l-cubeta/p/0301010006,0301010006,otros-materiales,perdura-duracril-1-l-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/perudra-duracril-20-lt-cubeta/p/0301010007,0301010007,otros-materiales,perudra-duracril-20-lt-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/perdura-duracril-4-l-cubeta/p/0301010008,0301010008,otros-materiales,perdura-duracril-4-l-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-festerbond-1-l-cubeta/p/0301010009,0301010009,otros-materiales,fester-festerbond-1-l-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-festerbond-19-l-cubeta/p/0301010010,0301010010,otros-materiales,fester-festerbond-19-l-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-festerbond-4-l-galon/p/0301010011,0301010011,otros-materiales,fester-festerbond-4-l-galon
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-festergral-2-kg-saco/p/0301010012,0301010012,otros-materiales,fester-festergral-2-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-festegral-20-kg-saco/p/0301010013,0301010013,otros-materiales,fester-festegral-20-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-festegral-5-kg-saco/p/0301010014,0301010014,otros-materiales,fester-festegral-5-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-festergrout-nm-800-30-kg-saco/p/0301010015,0301010015,otros-materiales,fester-festergrout-nm-800-30-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-festermix-4-l-galon/p/0301010016,0301010016,otros-materiales,fester-festermix-4-l-galon
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fibra-de-polipropileno-metro-cubico/p/0301010017,0301010017,otros-materiales,fibra-de-polipropileno-metro-cubico
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/niasa-niasabond-1-l-pieza/p/0301010019,0301010019,otros-materiales,niasa-niasabond-1-l-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/fester-fibrafest-600-gr-saco/p/0301010018,0301010018,otros-materiales,fester-fibrafest-600-gr-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/niasa-niasabond-4-l-galon/p/0301010020,0301010020,otros-materiales,niasa-niasabond-4-l-galon
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/niasa-niasagral-10-kg-saco/p/0301010021,0301010021,otros-materiales,niasa-niasagral-10-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/sika-anchorfix-1-cartucho-300-ml-pieza/p/0301010022,0301010022,otros-materiales,sika-anchorfix-1-cartucho-300-ml-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/sika-anchorfix-2-cartucho-300-ml-pieza/p/0301010023,0301010023,otros-materiales,sika-anchorfix-2-cartucho-300-ml-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/sika-curador-e-19-lt-cubeta/p/0301010024,0301010024,otros-materiales,sika-curador-e-19-lt-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/sika-sikagrout-30-kg-saco/p/0301010025,0301010025,otros-materiales,sika-sikagrout-30-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/sika-sikalatex-n-1957-kg-cubeta/p/0301010026,0301010026,otros-materiales,sika-sikalatex-n-1957-kg-cubeta
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/sika-sikalatex-n-doypack-124-kg-saco/p/0301010027,0301010027,otros-materiales,sika-sikalatex-n-doypack-124-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/sika-sikalite-25-kg-saco/p/0301010028,0301010028,otros-materiales,sika-sikalite-25-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/aditivos-y-adhesivos-para-concreto/sika-sikament-100-tambo-216-kg-tambo/p/0301010029,0301010029,otros-materiales,sika-sikament-100-tambo-216-kg-tambo
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/estrublock-block-hueco-de-concreto-10x20x40-cm-pieza/p/0301020001,0301020001,otros-materiales,estrublock-block-hueco-de-concreto-10x20x40-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/estrublock-block-hueco-de-concreto-15x20x40-cm-pieza/p/0301020002,0301020002,otros-materiales,estrublock-block-hueco-de-concreto-15x20x40-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/estrublock-block-hueco-de-concreto-20x20x40-cm-pieza/p/0301020003,0301020003,otros-materiales,estrublock-block-hueco-de-concreto-20x20x40-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/block-hueco-de-concreto-20x20x40-cm-pieza/p/0301020004,0301020004,otros-materiales,block-hueco-de-concreto-20x20x40-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/block-hueco-de-concreto-20x20x40-cm-pieza/p/0301020005,0301020005,otros-materiales,block-hueco-de-concreto-20x20x40-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/block-hueco-de-concreto-para-losa-15x20x40-cm-pieza/p/0301020006,0301020006,otros-materiales,block-hueco-de-concreto-para-losa-15x20x40-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/estrublock-block-hueco-split-cara-de-piedra-cafe-15x20x40-cm-pieza/p/0301020007,0301020007,otros-materiales,estrublock-block-hueco-split-cara-de-piedra-cafe-15x20x40-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/block-hueco-split-cara-de-piedra-cafe-20x20x40-cm-pieza/p/0301020008,0301020008,otros-materiales,block-hueco-split-cara-de-piedra-cafe-20x20x40-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/estrublock-block-solido-de-concreto-11x14x28-cm-pieza/p/0301020009,0301020009,otros-materiales,estrublock-block-solido-de-concreto-11x14x28-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/block-solido-de-concreto-11x14x28-cm-pieza/p/0301020010,0301020010,otros-materiales,block-solido-de-concreto-11x14x28-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/block/block-solido-de-concreto-11x14x28-cm-pieza/p/0301020011,0301020011,otros-materiales,block-solido-de-concreto-11x14x28-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/cal/construcal-cal-hidratada-25-kg-saco/p/0301030001,0301030001,otros-materiales,construcal-cal-hidratada-25-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/cal/huescalapa-cal-hidratada-25-kg-saco/p/0301030002,0301030002,otros-materiales,huescalapa-cal-hidratada-25-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/cal/pena-cal-25-kg-saco/p/0301030004,0301030004,otros-materiales,pena-cal-25-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/cal/incalpa-cal-25-kg-saco/p/0301030003,0301030003,otros-materiales,incalpa-cal-25-kg-saco
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/ladrillos-y-productos-de-barro/ladrillo-adobon-6-x-12-x-25-cm-pieza/p/0301040001,0301040001,otros-materiales,ladrillo-adobon-6-x-12-x-25-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/ladrillos-y-productos-de-barro/ladrillo-adobon-6-x-14-x-28-cm-pieza/p/0301040002,0301040002,otros-materiales,ladrillo-adobon-6-x-14-x-28-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/ladrillos-y-productos-de-barro/ladrillo-cuna-para-boveda-5-x-10-x-20-cm-pieza/p/0301040003,0301040003,otros-materiales,ladrillo-cuna-para-boveda-5-x-10-x-20-cm-pieza
https://www.construrama.com/catalogo/otros-materiales/basicos-de-construccion/laminas/lamina-de-carton-050x120m-pieza/p/0301050001,0301050001,otros-materiales,lamina-de-carton-050x120m-pieza
